COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code gթographique;Code de la zone gթographique;70401;Ovanches;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70402;OyriՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70403;Palante;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70404;Passavant-la-RochՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70405;PennesiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70407;Perrouse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70408;Pesmes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70409;Pierrecourt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70410;Pin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70413;Plancher-Bas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70414;Plancher-les-Mines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70415;Polaincourt-et-Clairefontaine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70416;Pomoy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70417;Pontcey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70418;La Romaine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70419;Pont-du-Bois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70421;Port-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70422;Poyans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70423;Preigney;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70425;La ProiseliՌre-et-Langle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70426;ProvenchՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70427;Purgerot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70428;Pusey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70429;Pusy-et-�_penoux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70431;Quenoche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70432;Quers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70433;Quincey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70435;Raddon-et-Chapendu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70436;Raincourt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70438;Ray-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70439;Raze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70441;Recologne-lՌs-Rioz;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70442;Renaucourt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70444;La Rթsie-Saint-Martin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70445;Rignovelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70446;Rigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70447;Rioz;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70448;Roche-et-Raucourt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70451;Ronchamp;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70452;Rosey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70455;Roye;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70456;Ruhans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70457;Rupt-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70459;Saint-Barthթlemy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70460;Saint-Bresson;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70461;Saint-Broing;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70463;Saint-Gand;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70464;Saint-Germain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70466;Saint-Loup-Nantouard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70467;Saint-Loup-sur-Semouse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70469;Sainte-Marie-en-Chanois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70470;Sainte-Marie-en-Chaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70472;Saint-Rթmy-en-Comtթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70473;Saint-Sauveur;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70474;Saint-Sulpice;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70477;Saulnot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70478;Saulx;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70479;Sauvigney-lՌs-Gray;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70480;Sauvigney-lՌs-Pesmes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70481;Savoyeux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70482;Scey-sur-Sa��ne-et-Saint-Albin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70483;Scye;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70484;Secenans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70485;Selles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70486;Semmadon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70487;Senargent-Mignafans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70488;Senoncourt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70489;Servance-Miellin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70490;Servigney;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70491;Seveux-Motey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70492;Soing-Cubry-Charentenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70493;Sorans-lՌs-Breurey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70494;Sornay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70498;Ternuay-Melay-et-Saint-Hilaire;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70499;Theuley;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70500;Thieffrans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70503;Traitiթfontaine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70504;Traves;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70505;Le Tremblois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70506;Trթmoins;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70507;Trթsilley;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70510;Vadans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70511;Vaite;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70512;La Vaivre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70513;Vaivre-et-Montoille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70514;Valay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70516;Vallerois-le-Bois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70517;Vallerois-Lorioz;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70518;Le Val-Saint-�_loi;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70519;Vandelans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70520;Vanne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70521;Vantoux-et-Longevelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70522;Varogne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70523;Vars;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70524;Vauchoux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70525;Vauconcourt-Nervezain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70526;Vauvillers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70528;Velesmes-�_chevanne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70529;Velet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70530;Vellechevreux-et-Courbenans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70531;Velleclaire;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70532;Vellefaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70533;Vellefrey-et-Vellefrange;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70534;Vellefrie;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70535;Velleguindry-et-Levrecey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70536;Velle-le-Chբtel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70537;Velleminfroy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70539;Vellexon-Queutrey-et-Vaudey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70541;Velorcey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70542;VenՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70544;La Vergenne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70545;Venisey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70546;Vereux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70547;Verlans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70548;Vernois-sur-Mance;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70550;Vesoul;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70552;Villafans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70553;Villargent;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70554;Villars-le-Pautel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70555;La Villedieu-en-Fontenette;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70557;Villefrancon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70558;La Villeneuve-Bellenoye-et-la-Maize;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70559;Villeparois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70560;Villers-Bouton;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70561;Villersexel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70562;Villers-la-Ville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70563;Villers-le-Sec;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70564;Villers-lՌs-Luxeuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70566;Villers-sur-Port;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70567;Villers-sur-Saulnot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70572;Vitrey-sur-Mance;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70573;La Voivre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70575;Voray-sur-l'Ognon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70576;Vougթcourt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70577;Vouhenans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70578;Vregille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70579;Vyans-le-Val;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70580;Vy-le-Ferroux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70581;Vy-lՌs-Lure;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;70583;Vy-lՌs-Filain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71001;L'Abergement-de-Cuisery;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71002;L'Abergement-Sainte-Colombe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71003;Allerey-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71004;Allթriot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71005;Aluze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71006;Amanzթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71007;Ameugny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71008;Anglure-sous-Dun;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71009;Anost;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71010;Antully;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71011;Anzy-le-Duc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71012;Artaix;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71013;Authumes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71014;Autun;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71015;Auxy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71016;Azթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71018;Bantanges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71019;Barizey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71021;Baron;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71022;Baudemont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71023;BaudriՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71024;Baugy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71025;Beaubery;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71026;Beaumont-sur-Grosne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71027;Beaurepaire-en-Bresse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71028;Beauvernois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71029;Bellevesvre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71030;Bergesserin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71032;Berzթ-la-Ville;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71033;Bey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71034;Bissey-sous-Cruchaud;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71035;Bissy-la-Mբconnaise;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71038;Les Bizots;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71039;Blanot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71040;Blanzy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71041;Bois-Sainte-Marie;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71042;Bonnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71044;Bosjean;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71045;Bouhans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71047;Bourbon-Lancy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71048;Bourg-le-Comte;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71050;Bourgvilain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71051;Bouzeron;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71052;Boyer;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71054;Bragny-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71056;Branges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71057;Bray;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71058;Bresse-sur-Grosne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71059;Le Breuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71060;Briant;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71061;Brienne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71062;Brion;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71063;Broye;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71064;Bruailles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71065;BuffiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71066;Burgy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71067;Burnand;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71069;BussiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71070;Buxy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71071;Cթron;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71072;Cersot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71073;Chagny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71074;Chaintrթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71075;Chalmoux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71076;Chalon-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71077;Chambilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71078;Chamilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71079;Champagnat;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71081;Champforgeuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71082;Champlecy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71084;Chբnes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71085;Change;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71086;Changy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71087;Chapaize;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71088;La Chapelle-au-Mans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71089;La Chapelle-de-Bragny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71090;La Chapelle-de-Guinchay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71091;La Chapelle-du-Mont-de-France;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71092;La Chapelle-Naude;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71093;La Chapelle-Saint-Sauveur;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71094;La Chapelle-sous-Brancion;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71095;La Chapelle-sous-Dun;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71096;La Chapelle-sous-Uchon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71097;La Chapelle-ThՌcle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71098;Charbonnat;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71099;CharbonniՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71100;Chardonnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71101;Charette-Varennes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71102;La Charmթe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71103;Charmoy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71104;Charnay-lՌs-Chalon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71105;Charnay-lՌs-Mբcon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71106;Charolles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71107;Charrecey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71108;Chasselas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71109;Chassey-le-Camp;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71110;Chassigny-sous-Dun;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71111;Chassy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71112;Chբteau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71116;Chբtenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71117;Chբtenoy-en-Bresse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71118;Chբtenoy-le-Royal;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71119;Chaudenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71120;Chauffailles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71121;La Chaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71122;Cheilly-lՌs-Maranges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71123;Chenay-le-Chբtel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71124;Chen��ves;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71126;Chevagny-les-ChevriՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71129;Chissey-en-Morvan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71130;Chissey-lՌs-Mբcon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71131;Ciel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71132;Ciry-le-Noble;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71133;La Clayette;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71134;Navour-sur-Grosne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71135;Clessթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71136;Clessy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71137;Cluny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71139;Collonge-en-Charollais;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71141;Colombier-en-Brionnais;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71142;La Comelle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71143;Condal;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71144;Cordesse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71145;Cormatin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71146;Cortambert;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71147;Cortevaix;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71148;Coublanc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71149;Couches;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71150;CrՎches-sur-Sa��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71152;Cressy-sur-Somme;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71153;Le Creusot;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71154;Crissey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71155;Cronat;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71156;Cruzille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71157;Cuiseaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71158;Cuisery;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71159;Culles-les-Roches;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71160;Curbigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71161;Curdin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71162;Curgy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71164;Curtil-sous-Burnand;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71165;Cussy-en-Morvan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71166;Cuzy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71167;Damerey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71168;Dampierre-en-Bresse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71169;Davayթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71170;Demigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71171;Dennevy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71173;Devrouze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71174;Dezize-lՌs-Maranges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71175;Diconne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71176;Digoin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71177;Dommartin-lՌs-Cuiseaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71178;Dompierre-les-Ormes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71181;Donzy-le-Pertuis;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71182;Dracy-le-Fort;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71183;Dracy-lՌs-Couches;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71184;Dracy-Saint-Loup;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71185;Dyo;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71186;�_cuelles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71187;�_cuisses;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71189;�_pervans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71190;�_pinac;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71191;Essertenne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71192;�_tang-sur-Arroux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71193;�_trigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71194;Farges-lՌs-Chalon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71195;Farges-lՌs-Mբcon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71196;Le Fay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71198;Flacey-en-Bresse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71199;Flagy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71200;Fleury-la-Montagne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71201;Fley;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71202;Fontaines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71204;Fragnes-La LoyՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71205;Frangy-en-Bresse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71206;La Frette;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71207;Fretterans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71208;Frontenard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71209;Frontenaud;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71210;Fuissթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71212;Gթnelard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71213;La GenՎte;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71214;Genouilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;71215;Gergy;CHAR;5
